DateStart,DateLastWorking,elevation,slope,terrain_ruggedness,aspect_radians,snow_annual,barren,conif_open,herbaceous,shrub,dtown_m,droad_m,trail01_formal,trail01_informal,road01_paved,road01_unpaved,disturbance_bv,disturbance_bc,dwater_m,humans_per_day,site_name
4025.0416666666665,4416.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
4427.041666666667,4436.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
4445.041666666667,4759.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
4788.041666666667,5135.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
5160.041666666667,5301.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
5316.041666666667,5452.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
5454.041666666667,5472.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
5489.041666666667,5496.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
5502.041666666667,5545.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
5572.041666666667,5789.041666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
2027.0416666666667,2328.0416666666665,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,0.0930807248764415,camera_6
2385.0416666666665,3300.0416666666665,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,0.0930807248764415,camera_6
2793.0416666666665,3921.0416666666665,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,2.19201359388275,camera_12
4210.041666666667,4261.041666666667,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,2.19201359388275,camera_12
5444.041666666667,5789.041666666667,1517,16,4.5,2.78282197786257,9.21365451812744,0,0,0,0,1256.6363179652,184.624221885756,0,0,0,0,0,0,913.892761230469,0.450581395348837,camera_3
3461.0416666666665,5450.041666666667,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,5.30709677419355,camera_15
5454.041666666667,5792.041666666667,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,5.30709677419355,camera_15
852.6638888888889,891.4930555555555,1422,19,9.125,3.19033462680875,7.05792236328125,0,0,0,0,1670.14801987846,416.8055429634,0,0,0,0,1,0,684.105285644531,0.0264346293644675,camera_4
890.5229166666667,936.5833333333334,1487,22,12.375,3.64260595893146,6.1356315612793,0,0,0,0,1870.89125724936,510.830538495505,0,0,0,0,1,0,1083.74353027344,0,camera_13
4253.041666666667,5765.041666666667,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,0.0304232804232804,camera_9
5766.041666666667,5770.041666666667,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,0.0304232804232804,camera_9
